haltung,pdf_file,pdf_kb,text_len,format,entries,readable
"508-507","20200508_508-507.pdf",1070,5731,Fretz_Format,2,True
"509-10.952","20200508_509-10.952.pdf",1061,5956,Fretz_Format,2,True
"510-508","20200508_510-508.pdf",1237,6302,Fretz_Format,2,True
"512-507","20200508_512-507.pdf",783,5136,Fretz_Format,2,True
"5143-2953","20200609_5143-2953.pdf",649,4690,Fretz_Format,7,True
"5173-2749","20200609_5173-2749.pdf",1065,5493,Fretz_Format,8,True
"519-502","20200508_519-502.pdf",1601,6924,Fretz_Format,3,True
"520-519","20200508_520-519.pdf",1447,6674,Fretz_Format,3,True
"524-532","20200508_524-532.pdf",690,4712,Fretz_Format,2,True
"5242-3631","20200609_5242-3631.pdf",1687,7594,Fretz_Format,13,True
"525-531","20200508_525-531.pdf",1316,7307,Fretz_Format,3,True
"526-524","20200508_526-524.pdf",1563,5748,Fretz_Format,2,True
"527-525","20200508_527-525.pdf",1010,5375,Fretz_Format,2,True
"529-532","20200508_529-532.pdf",641,4901,Fretz_Format,2,True
"5295-2769","20200609_5295-2769.pdf",846,4879,Fretz_Format,8,True
"530-531","20200508_530-531.pdf",593,4778,Fretz_Format,2,True
"531-572","20200508_531-572.pdf",4752,13388,Fretz_Format,7,True
"532-536","20200508_532-536.pdf",976,5299,Fretz_Format,2,True
"534-535","20200508_534-535.pdf",1629,6966,Fretz_Format,3,True
"535160-690288","20220520_535160-690288.pdf",84,6813,Unknown,9,True
"536-549","20200508_536-549.pdf",945,5486,Fretz_Format,2,True
"536390-536392","20200834_536390-536392.pdf",1549,8277,Unknown,9,True
"536392-536393","20200831_536392-536393.pdf",432,4981,Unknown,3,True
"536393-43660","20200831_536393-43660.pdf",1878,9769,Unknown,12,True
"53648-55039","20240917_53648-55039.pdf",701,20938,Fretz_Format,21,True
"5379-2986","20200609_5379-2986.pdf",1553,7272,Fretz_Format,11,True
"54383-54388","20230313_54383-54388.pdf",1001,7987,Unknown,10,True
"545-570","20200508_545-570.pdf",631,4812,Fretz_Format,2,True
"547-545","20200508_547-545.pdf",494,4616,Fretz_Format,2,True
"549-545","20200508_549-545.pdf",936,5555,Fretz_Format,2,True
"550-555","20200508_550-555.pdf",579,4779,Fretz_Format,2,True
"551-550","20200508_551-550.pdf",884,5233,Fretz_Format,2,True
"5512-3115","20200609_5512-3115.pdf",891,4879,Fretz_Format,8,True
"55142-55144","20241217_55142-55144.pdf",805,7298,WinCan_Standard,6,True
"55144-55145","20241217_55144-55145.pdf",621,5922,WinCan_Standard,5,True
"55145-55093","20241217_55145-55093.pdf",826,7608,WinCan_Standard,5,True
"5518-2767","20200609_5518-2767.pdf",1205,5719,Fretz_Format,9,True
"552-10.999024","20200508_552-10.999024.pdf",1432,6995,Fretz_Format,3,True
"553-551","20200508_553-551.pdf",1572,6363,Fretz_Format,2,True
"5531-3771","20230911_5531-3771.pdf",2046,7825,Fretz_Format,5,True
"554-10.960","20200508_554-10.960.pdf",739,5548,Fretz_Format,2,True
"555-549","20200508_555-549.pdf",743,4970,Fretz_Format,2,True
"556-545","20200508_556-545.pdf",494,4760,Fretz_Format,2,True
"557-761","20200508_557-761.pdf",1294,5196,Fretz_Format,2,True
"557453-81068","20220516_557453-81068.pdf",206,6062,Fretz_Format,6,True
"5695-3795","20230911_5695-3795.pdf",2812,11901,Fretz_Format,11,True
"570-765","20200508_570-765.pdf",1009,5626,Fretz_Format,2,True
"572-7.999026","20200508_572-7.999026.pdf",458,4846,Fretz_Format,2,True
"5754-3770","20230908_5754-3770.pdf",1195,5788,Fretz_Format,3,True
"579084-633648","20200831_579084-633648.pdf",728,6386,Unknown,6,True
"5809-5815","20230912_5809-5815.pdf",12114,22783,Fretz_Format,20,True
"581-584","20200508_581-584.pdf",1477,5808,Fretz_Format,2,True
"5815-5867","20230912_5815-5867.pdf",5628,11828,Fretz_Format,11,True
"5828-5834","20230912_5828-5834.pdf",1811,6919,Fretz_Format,3,True
"5834-3810","20230912_5834-3810.pdf",4952,13963,Fretz_Format,12,True
"584-589","20200508_584-589.pdf",1137,5455,Fretz_Format,2,True
"586-590","20200508_586-590.pdf",1747,5682,Fretz_Format,2,True
"5867-2000","20230912_5867-2000.pdf",20101,39924,Fretz_Format,41,True
"58859-59461","20240912_58859-59461.pdf",1751,9223,Unknown,12,True
"58899-60812","20240820_58899-60812.pdf",305,5519,Unknown,23,True
"589-592","20200508_589-592.pdf",1109,5455,Fretz_Format,2,True
"58901-58915","20240820_58901-58915.pdf",277,2970,Unknown,5,True
"58909-58924","20240823_58909-58924.pdf",465,3515,Unknown,3,True
"58915-61542","20240820_58915-61542.pdf",549,4560,Unknown,7,True
"58920-58935","20240822_58920-58935.pdf",643,4772,Unknown,7,True
"58921-60297","20240822_58921-60297.pdf",335,2459,Unknown,3,True
"58923-58859","20240912_58923-58859.pdf",894,5738,Unknown,11,True
"58924-10.473757","20240916_58924-10.473757.pdf",545,8709,Unknown,28,True
"58925-59403","20240912_58925-59403.pdf",2974,20559,Unknown,47,True
"58927-192166","20240822_58927-192166.pdf",120,1468,Unknown,3,True
"58928-59388","20240830_58928-59388.pdf",488,3913,Unknown,4,True
"58929-58928","20240830_58929-58928.pdf",1370,6998,Unknown,13,True
"58933-61889","20240916_58933-61889.pdf",1811,8067,Unknown,23,True
"58935-58927","20240822_58935-58927.pdf",1527,10058,Unknown,18,True
"58942-60245","20240916_58942-60245-G.pdf",1207,9134,IKAS_Normal,18,True
"590-680","20200508_590-680.pdf",915,4881,Fretz_Format,2,True
"59000-59457","20240912_59000-59457.pdf",290,4892,Unknown,19,True
"59007-59008","20240822_59007-59008.pdf",484,3770,Unknown,5,True
"59008-59009","20240822_59008-59009.pdf",235,2909,Unknown,6,True
"59009-59539","20240822_59009-59539.pdf",245,3142,Unknown,4,True
"59043-60114","20250519_59043-60114.pdf",932,8851,WinCan_Standard,8,True
"59188-59190","20240819_59188-59190.pdf",778,5600,Unknown,8,True
"59190-60713","20240819_59190-60713-G.pdf",1274,7978,Unknown,20,True
"592-597","20200508_592-597.pdf",1481,5525,Fretz_Format,2,True
"59229-59519","20240925_59229-59519.pdf",1850,14423,IKAS_Normal,28,True
"59241-60266","20250519_59241-60266.pdf",762,7635,WinCan_Standard,7,True
"593-722","20250422_593-722.pdf",705,7009,WinCan_Standard,5,True
"59388-10.62083","20240830_59388-10.62083.pdf",1133,8889,Unknown,19,True
"59403-13.61891","20240912_59403-13.61891.pdf",589,6837,Unknown,17,True
"59404-58925","20240912_59404-58925.pdf",302,4209,Unknown,7,True
"59455-59404","20240912_59455-59404.pdf",895,6237,Unknown,11,True
"59456-59455","20240912_59456-59455.pdf",982,5099,Unknown,5,True
"59457-59456","20240912_59457-59456.pdf",1978,10009,Unknown,19,True
"59460-59867","20240925_59460-59867.pdf",1589,18144,IKAS_Normal,76,True
"59519-59724","20240823_59519-59724.pdf",131,1587,Unknown,5,True
"59521-470550","20240823_59521-470550.pdf",618,4534,Unknown,10,True
"59539-58921","20240822_59539-58921.pdf",370,4399,Unknown,9,True
"597-677","20200508_597-677.pdf",1489,5352,Fretz_Format,2,True
"59724-59521","20240823_59724-59521.pdf",524,6189,Unknown,16,True
"59853-59007","20250225_59853-59007.pdf",446,4227,WinCan_Standard,4,True
"59863-59868","20240916_59863-59868.pdf",482,3375,Unknown,11,True
"59864-59863","20240926_59864-59863.pdf",634,5418,Unknown,21,True
"59865-59864","20240926_59865-59864.pdf",174,4212,Unknown,19,True
"59866-59865","20240926_59866-59865.pdf",266,2737,Unknown,7,True
"59867-59866","20240925_59867-59866.pdf",621,8871,IKAS_Normal,39,True
"59868-13.61891","20240916_59868-13.61891.pdf",326,2661,Unknown,9,True
"59876-58979","20241212_59876-58979.pdf",1349,1829,IKAS_Normal_Caesar,0,False
"59897-999211","20240925_59897-999211.pdf",718,7297,IKAS_Normal,21,True
"599-603","20200508_599-603.pdf",890,5999,Fretz_Format,2,True
"599563-90170","20240619_599563-90170.pdf",849,11682,Fretz_Format,15,True
"599584-77802","20231025_599584-77802.pdf",3567,13991,IKAS_Normal,13,True
"599591-77807","20231025_599591-77807.pdf",2644,12160,IKAS_Normal,11,True
"599594-599591","20231025_599594-599591.pdf",1935,9420,IKAS_Normal,7,True
"599597-599594","20231025_599597-599594.pdf",2410,11089,IKAS_Normal,7,True
"599598-599597","20231025_599598-599597.pdf",3172,13191,IKAS_Normal,10,True
"600-604","20200508_600-604.pdf",1105,5455,Fretz_Format,2,True
"60114-60112","20250519_60114-60112.pdf",819,7516,WinCan_Standard,5,True
"6017-6018","20180703_6017-6018.pdf",361,5638,Fretz_Format,6,True
"6018-6514","20180703_6018-6514.pdf",381,5900,Fretz_Format,6,True
"6023-7.6024","20180702_6023-7.6024.pdf",490,8107,Fretz_Format,11,True
"60245-60246","20240916_60245-60246.pdf",595,5007,IKAS_Normal,7,True
"60246-10.62322","20240916_60246-10.62322.pdf",212,2388,Unknown,4,True
"6026-6023","20180702_6026-6023.pdf",290,5860,Fretz_Format,7,True
"60266-59043","20250519_60266-59043.pdf",517,6228,WinCan_Standard,5,True
"6027-6026","20180622_6027-6026.pdf",453,9066,Fretz_Format,13,True
"60297-58909","20240823_60297-58909.pdf",406,2765,Unknown,3,True
"603-663","20200508_603-663.pdf",1051,5455,Fretz_Format,2,True
"6037-6027","20180622_6037-6027.pdf",317,5880,Fretz_Format,8,True
"604-606","20200508_604-606.pdf",1085,5455,Fretz_Format,2,True
"606-607","20200508_606-607.pdf",1130,5455,Fretz_Format,2,True
"60604-60603","20240911_60604-60603.pdf",8868,17602,IKAS_Caesar,0,False
"6063-6065","20180612_6063-6065.pdf",349,6329,Fretz_Format,7,True
"6065-6067","20180702_6065-6067.pdf",734,8980,Fretz_Format,14,True
"6066-6065","20180612_6066-6065.pdf",677,7799,Fretz_Format,11,True
"6067-6083","20180702_6067-6083.pdf",488,6553,Fretz_Format,9,True
"607-687","20200508_607-687.pdf",1734,5795,Fretz_Format,2,True
"60711-60811","20240819_60711-60811.pdf",608,6079,Unknown,20,True
"60713-60711","20240819_60713-60711.pdf",1553,12200,Unknown,43,True
"6075-6077","20180622_6075-999063.pdf",862,12863,Fretz_Format,18,True
"6077-6067","20180622_6077-6067.pdf",1061,16886,Fretz_Format,28,True
"6078-6066","20180612_6078-6066.pdf",527,8153,Fretz_Format,10,True
"6079-10.319005","20180612_6079-10.319005.pdf",1165,13179,Fretz_Format,21,True
"60811-58899","20240820_60811-58899.pdf",239,4430,Unknown,17,True
"60812-58925","20240820_60812-58925.pdf",259,6958,Unknown,25,True
"6083-7749","20180702_6083-7749.pdf",387,6108,Fretz_Format,7,True
"6096-6017","20180702_6096-6017.pdf",386,5891,Fretz_Format,8,True
6096-6018,,0,0,NoPdf,0,False
"6105-6106","20180702_6105-6106.pdf",327,6325,Fretz_Format,9,True
"6106-6096","20180703_6106-6096.pdf",300,6503,Fretz_Format,10,True
"61066-1020993","20240913_61066-1020993.pdf",1139,9635,Unknown,16,True
"6110-7749","20180703_6110-7749.pdf",329,6024,Fretz_Format,6,True
"6113-6027","20180622_6113-6027.pdf",321,7574,Fretz_Format,8,True
"6127-6037","20180621_6127-6037.pdf",367,7740,Fretz_Format,13,True
"6133-6127","20180621_6133-6127.pdf",278,5903,Fretz_Format,7,True
"6140-6142","20180621_6140-6142.pdf",787,9614,Fretz_Format,13,True
"6142-6077","20180621_6142-999063.pdf",812,26565,Fretz_Format,58,True
"6151-6155","20180621_6151-6155.pdf",393,6930,Fretz_Format,9,True
"61542-Schächen_Bach","20240820_61542-Schächen_Bach.pdf",682,5559,Unknown,8,True
"6155-7.7976","20180621_6155-7.7976.pdf",303,4757,Fretz_Format,5,True
"6158-6142","20180621_6158-6142.pdf",373,6270,Fretz_Format,8,True
"6159-6158","20180621_6159-6158.pdf",200,4347,Fretz_Format,4,True
"6160-7.6199","20180620_6160-7.6199.pdf",175,4133,Fretz_Format,3,True
"6161-6160","20180620_6161-6160.pdf",249,5731,Fretz_Format,5,True
"6162-6159","20180621_6162-6159.pdf",359,6750,Fretz_Format,12,True
"6163-6162","20180620_6163-6162.pdf",320,6077,Fretz_Format,9,True
"6164-6163","20180620_6164-6163.pdf",216,4310,Fretz_Format,4,True
"61720-61718","20240422_61720-61718.pdf",5439,2659,IKAS_Caesar,0,False
"61721-61720","20240461721-61720.pdf",3425,2057,IKAS_Caesar,0,False
"6186-6185","20180612_6186-6185.pdf",354,6917,Fretz_Format,12,True
"61889-10.1020992","20240916_61889-10.1020992.pdf",543,4994,Unknown,10,True
"6193-7746","20180620_6193-7746.pdf",599,9873,Fretz_Format,13,True
"6194-6193","20180619_6194-6193.pdf",293,5511,Fretz_Format,7,True
"6196-6194","20180619_6196-6194.pdf",537,7210,Fretz_Format,8,True
"6203-6160","20180620_6203-6160.pdf",163,4241,Fretz_Format,3,True
"6218-6217","20180618_6218-6217.pdf",255,5378,Fretz_Format,5,True
"624-589","20200508_624-589.pdf",996,5352,Fretz_Format,2,True
"6243-7744","20180618_6243-7744.pdf",300,5780,Fretz_Format,5,True
"625-586","20200508_625-586.pdf",1199,5455,Fretz_Format,2,True
"6265-6196","20180619_6265-6196.pdf",978,9888,Fretz_Format,12,True
"626566-626568","20210506_626566-626568.pdf",272,6807,Unknown,4,True
"626567-626568","20210506_626567-626568.pdf",203,5550,Unknown,4,True
"626568-626570","20210506_626568-626570.pdf",874,11638,Unknown,11,True
"626570-626571","20210506_626570-626571.pdf",325,7363,Unknown,5,True
"626571-06.626965","20210506_626571-06.626965.pdf",383,7560,Unknown,5,True
"6267-6196","20180619_6267-6196.pdf",726,9911,Fretz_Format,14,True
"6268-6266","20180619_6268-6266.pdf",382,6670,Fretz_Format,12,True
"626967-626968","20210506_626967-626968.pdf",252,6088,Unknown,3,True
"626970-10.626973","20220522_626970-10.626973.pdf",152,5488,Unknown,8,True
"627376-626970","20220522_627376-626970.pdf",117,7729,Unknown,12,True
"627380-10.627382","20220522_627380-10.627382.pdf",47,5607,Unknown,9,True
"627381-10.627383","20220522_627381-10.627383.pdf",145,5695,Unknown,9,True
"627385-10.706250","20220522_627385-10.706250.pdf",169,6965,Unknown,9,True
"6290-6293","20180615_6290-6293.pdf",198,4322,Fretz_Format,4,True
"6293-6294","20180618_6293-6294.pdf",225,4571,Fretz_Format,6,True
6293-7744,,0,0,NoPdf,0,False
"6294-7744","20180618_6294-7744.pdf",361,7145,Fretz_Format,9,True
"6306-7743","20180615_6306-7743.pdf",223,4787,Fretz_Format,6,True
"6316-7752","20180615_6316-7752.pdf",501,10239,Fretz_Format,17,True
"6321-251784","20180614_6321-251784.pdf",505,9795,Fretz_Format,17,True
"634-581","20200508_634-581.pdf",2750,8590,Fretz_Format,3,True
"6342-251783","20180614_6342-251783.pdf",437,9802,Fretz_Format,18,True
"6347-6265","20180619_6347-6265.pdf",625,8037,Fretz_Format,9,True
"6348-6265","20180619_6348-6265.pdf",476,10375,Fretz_Format,14,True
"6355-7.7420","20180614_6355-7.7420.pdf",992,15573,Fretz_Format,27,True
"638878-1471","20210607_638878-1471.pdf",587,1832,IKAS_Caesar,0,False
"638879-80628","20251001_638879-80628.pdf",1071,7967,Fretz_Format,6,True
"638880-81157","20251003_638880-81157.pdf",886,4680,Fretz_Format,3,True
"638881-78996","20251007_638881-78996.pdf",1779,12459,Fretz_Format,14,True
"638882-10.638919","20251007_638882-10.638919.pdf",1177,6983,Fretz_Format,5,True
"638886-1453","20210614_638886-1453.pdf",605,1858,IKAS_Caesar,0,False
"642947-1366","20210617_642947-1366.pdf",729,1820,IKAS_Caesar,0,False
"642949-10.627415","20210618_642949-10.627415.pdf",653,1826,IKAS_Caesar,0,False
"6514-3914","20181205_6514-3914.pdf",572,5967,Fretz_Format,6,True
"658672-658673","20210902_658672-658673.pdf",636,1800,IKAS_Caesar,0,False
"658676-1420","20210902_658676-1420.pdf",715,1814,IKAS_Caesar,0,False
"663-804","20200508_663-804.pdf",1432,6036,Fretz_Format,2,True
"6665-6.8362","20230904_6665-6.8362.pdf",1243,5923,Fretz_Format,3,True
"6666-6665","20230904_6666-6665.pdf",1586,6277,Fretz_Format,5,True
"671-747","20200508_671-747.pdf",1656,6478,Fretz_Format,2,True
"672-673","20200508_672-673.pdf",1318,5104,Fretz_Format,2,True
"673-671","20200508_673-671.pdf",1145,5333,Fretz_Format,2,True
"674-553","20200508_674-553.pdf",1162,5458,Fretz_Format,2,True
"675-674","20200508_675-674.pdf",1506,5735,Fretz_Format,2,True
"677-678","20200508_677-678.pdf",1209,5346,Fretz_Format,2,True
"679-764","20200508_679-764.pdf",1147,5512,Fretz_Format,2,True
"680-681","202005008_680-681.pdf",1114,5302,Fretz_Format,2,True
"681-684","20200508_681-684.pdf",1414,5934,Fretz_Format,2,True
"6832-6834","20230905_6832-6834.pdf",3267,11352,Fretz_Format,13,True
"6833-6832","20230904_6833-6832.pdf",3498,11617,Fretz_Format,11,True
"6834-3263","20230905_6834-3263.pdf",3068,8707,Fretz_Format,6,True
"6836-8010","20200505_6836-8010.pdf",1690,8453,Fretz_Format,13,True
"684-685","20200508_684-685.pdf",1029,5458,Fretz_Format,2,True
"685-477","20200508_685-477.pdf",1598,5866,Fretz_Format,2,True
"687-836","20200508_687-836.pdf",927,5495,Fretz_Format,2,True
"6883-6898","20180613_6883-6898.pdf",752,12785,Fretz_Format,20,True
"6893-6892","20180613_6893-6892.pdf",425,7389,Fretz_Format,9,True
"6898-6347","20180613_6898-6347.pdf",383,6787,Fretz_Format,12,True
"690266-690265","20220522_690266-690265.pdf",78,6170,Unknown,9,True
"690268-690266","20220522_690268-690266.pdf",115,7564,Unknown,9,True
"690269-692268","20220522_690269-690268.pdf",202,9940,Unknown,12,True
"690270-690269","20220522_690270-690269.pdf",106,7126,Unknown,8,True
"690273-690270","20220520_690273-690270.pdf",54,5886,Unknown,7,True
"690274-690273","20220520_690274-690273.pdf",177,8832,Unknown,11,True
"690276-690274","20220520_690276-690274.pdf",48,5933,Unknown,7,True
"690277-690276","20220520_690277-690276.pdf",47,5881,Unknown,7,True
"690278-690279","20220520_680278-690279.pdf",71,6013,Unknown,9,True
"690279-690280","20220520_690279-690280.pdf",48,5988,Unknown,8,True
"690280-690281","20220520_690280-690281.pdf",82,7220,Unknown,9,True
"690281-690282","20220520_690281-690282.pdf",244,11490,Unknown,14,True
"690282-690283","20220520_690282-690283.pdf",193,9334,Unknown,10,True
"690283-690284","20220520_690283-690284.pdf",540,18206,Unknown,14,True
"690284-690285","20220520_690284-690285.pdf",206,9700,Unknown,10,True
"690285-35821","20220520_690285-35821.pdf",54,5838,Unknown,7,True
"690286-690287","20220520_690286-690287_1.pdf",154,8532,Unknown,14,True
"690287-690288","20220520_690287-690288.pdf",126,7245,Unknown,12,True
"690288-690273","20220520_690288-690273.pdf",85,7142,Unknown,10,True
"690289-690277","20220520_690289-690277.pdf",97,7001,Unknown,11,True
"690290-680278","20220520_690290-680278.pdf",99,6875,Unknown,10,True
"690291-10.716917","20220520_690291-10.716917.pdf",158,7038,Unknown,10,True
"690292-10.716908","20220520_690292-10.716908.pdf",77,5343,Unknown,7,True
"690293-06.626965","20220520_690293-06.626965.pdf",107,6857,Unknown,13,True
"690665-196678","20220520_690665-196678.pdf",100,5796,Unknown,8,True
"690666-06.24373","20220520_690666-06.24373.pdf",107,5555,Unknown,8,True
"690667-10.719291","20220520_690667-10.719291.pdf",96,5412,Unknown,6,True
"690669-10.716900","20220520_690669-10.716900.pdf",114,5516,Unknown,8,True
"690671-10.716899","20220520_690671-10.716899.pdf",97,6075,Unknown,10,True
"690673-10.716898","20220520_690673-10.716898.pdf",139,6514,Unknown,10,True
"690675-10.716897","20220520_690675-10.716897.pdf",90,5589,Unknown,8,True
"690677-10.716891","20220520_690677-10.716891.pdf",93,5410,Unknown,7,True
"690680-10.716488","20220520_690680-10.716488.pdf",111,5956,Unknown,10,True
"690682-10.716489","20220520_690682-10.716489.pdf",92,5685,Unknown,8,True
"690686-10.706249","20220522_690686-10.706249.pdf",216,7551,Unknown,10,True
"690687-626571","20220522_690687-626571.pdf",428,18682,Unknown,24,True
"690689-10.716487","20220520_690689-10.716487.pdf",86,5832,Unknown,8,True
"690690-690665","20220520_690690-690665.pdf",424,13992,Unknown,25,True
"690692-10.705850","20220520_690692-10.705850.pdf",84,5751,Unknown,9,True
"690693-10.705848","20220520_690693-10.705848.pdf",102,5883,Unknown,9,True
"690694-10.705847","20220520_690694-10.705847.pdf",89,5705,Unknown,8,True
"690695-690690","20220520_690695-690690.pdf",212,6412,Unknown,9,True
"690696-10.705844","20220520_690696-10.705844.pdf",90,5705,Unknown,8,True
"690697-10.705845","20220520_690697-10.705845.pdf",94,5548,Unknown,7,True
"690698-10.705846","20220520_690698-10.705846.pdf",84,5624,Unknown,7,True
"690699-10.705851","20220520_690699-10.705851.pdf",95,5594,Unknown,8,True
"690700-690695","20220520_690700-690695.pdf",340,8019,Unknown,12,True
"690701-690700","20220520_690701-690700.pdf",71,5755,Unknown,11,True
"690702-10.702542","20220520_690702-10.702542.pdf",90,5547,Unknown,7,True
"690703-10.702538","20220520_690703-10.702538.pdf",96,5905,Unknown,9,True
"690704-10.719291","20220520_690704-10.719291.pdf",51,5390,Unknown,5,True
"690705-690709","20220520_690705-690709.pdf",28,4326,Unknown,7,True
"690706-690709","20220520_690706-690709.pdf",145,7582,Unknown,14,True
"690707-10.719293","20220520_690707-10.719293.pdf",86,5538,Unknown,7,True
"690708-690706","20220520_690708-690706.pdf",198,8353,Unknown,15,True
"690709-10.716088","20220520_690709-10.716088.pdf",82,6076,Unknown,10,True
"690709-690700","20220520_690709-690700.pdf",64,5890,Unknown,8,True
"690710-690709","20220520_690710-690709.pdf",196,8122,Unknown,15,True
"690711-10.702539","20220520_690711-10.702539.pdf",89,5831,Unknown,9,True
"690712-10.702540","20220520_690712-10.702540.pdf",81,5722,Unknown,9,True
"690714-10.703551","20220520_690714-10.703551.pdf",84,5782,Unknown,9,True
"690715-10.702541","20220520_690715-10.702541.pdf",87,5669,Unknown,9,True
"690716-690700","20220520_690716-690700.pdf",417,8224,Unknown,12,True
"690717-10.706675","20220520_690717-10.706675.pdf",89,5621,Unknown,8,True
"690718-10.706671","20220520_690718-10.706671.pdf",91,5625,Unknown,8,True
"690719-10.706673","20220520_690719-10.706673.pdf",84,5856,Unknown,9,True
"690721-10.706722","20220520_690721-10.706722.pdf",92,6205,Unknown,12,True
"690722-690716","20220520_690722-690716.pdf",272,7494,Unknown,11,True
"690723-10.706679","20220520_690723-10.706679.pdf",126,6267,Unknown,11,True
"690724-10.706682","20220520_690724-10.706682.pdf",132,6184,Unknown,11,True
"690728-10.706683","20220520_690728-10.706683.pdf",131,6321,Unknown,11,True
"690729-10.706685","20220520_690729-10.706685.pdf",107,5794,Unknown,9,True
"690730-10706684","20220520_690730-10706684.pdf",112,5650,Unknown,9,True
"690731-10.706688","20220520_690731-10.706688.pdf",115,5924,Unknown,10,True
"690732-10.706693","20220520_690732-10.706693.pdf",105,6012,Unknown,10,True
"690733-10.706694","20220520_690733-10.706694.pdf",119,6092,Unknown,10,True
"690734-10.706695","20220520_690734-10.706695.pdf",124,6164,Unknown,10,True
"690734-10.706707","20220520_690734-10.706707.pdf",109,6158,Unknown,11,True
"690735-10.706698","20220520_690735-10.706698.pdf",157,6627,Unknown,12,True
"690736-690722","20220520_690736-690722.pdf",525,14360,Unknown,20,True
"690737-10.706701","20220520_690737-10.706701.pdf",109,6075,Unknown,11,True
"690738-10.706702","20220520_690738-10.706702.pdf",126,6432,Unknown,12,True
"690739-10.706699","20220520_690739-10.706699.pdf",169,8147,Unknown,15,True
"690740-10.706703","20220520_690740-10.706703.pdf",144,6573,Unknown,12,True
"690741-690736","20220520_690741-690736.pdf",192,7507,Unknown,10,True
"690742-10.706704","20220520_690742-10.706704.pdf",124,6415,Unknown,12,True
"690744-10.702939","20220520_690744-10.702939.pdf",146,6802,Unknown,14,True
"690745-10.706708","20220520_690745-10.706708.pdf",119,5879,Unknown,9,True
"690746-690747","20220520_690746-690747.pdf",85,5661,Unknown,8,True
"690747-690741","20220520_690747-690741.pdf",250,9724,Unknown,13,True
"690749-35661","20220520_690749-35661.pdf",83,5400,Unknown,7,True
"690750-10.706713","20220520_690750-10.706713.pdf",130,6237,Unknown,10,True
"690751-10.702956","20220520_690751-10.702956.pdf",119,5861,Unknown,9,True
"690753-10.702958","20220520_690753-10.702958.pdf",100,6063,Unknown,9,True
"690754-690283","20220520_690754-690283.pdf",67,5933,Unknown,10,True
"690755-10.714850","20220520_690755-10.714850.pdf",113,5765,Unknown,11,True
"690756-10.702949","20220520_690756-10.702949.pdf",82,5003,Unknown,8,True
"690757-10.715261","20220520_690757-10.715261.pdf",173,7349,Unknown,14,True
"690758-10.702945","20220520_690758-10.702945.pdf",75,4985,Unknown,7,True
"690759-690284","20220520_690759-690284.pdf",76,4997,Unknown,8,True
"690760-10.702966","20220520_690760-10.702966.pdf",83,5232,Unknown,8,True
"690761-10.714869","20220520_690761-10.714869.pdf",60,5080,Unknown,8,True
"690762-690285","20220520_690762-690285.pdf",78,5009,Unknown,8,True
"691070-07.691082","20220520_691070-07.691082.pdf",28,4594,Unknown,5,True
"691070-10.691081","20220520_691070-10.691081.pdf",84,6053,Unknown,8,True
"691071-492526","20220520_691071-492526.pdf",118,5357,Unknown,7,True
"691079-06.691077","20220520_691079-06.691077.pdf",119,6207,Unknown,8,True
"691084-10.706253","20220522_691084-10.706253.pdf",205,7456,Unknown,10,True
"6954-2683","20230920_6954-2683.pdf",446,5208,Fretz_Format,2,True
"6955-6954","20230920_6955-6954.pdf",1206,7596,Fretz_Format,4,True
"696082-690709","20220520_696082-690709.pdf",74,5095,Unknown,6,True
"7.25354-36692","201804307_7.25354-36692.pdf",1172,6113,Fretz_Format,5,True
"7.26655-36664","20180516_7.26655-36664.pdf",893,5218,Fretz_Format,6,True
"7.33630-36765","201805016_7.33630-36765.pdf",1173,5707,Fretz_Format,7,True
"7.33631-35555","20190417_7.33631-35555.pdf",3983,11220,Fretz_Format,5,True
"7.33633-35556","20190417_7.33633-35556.pdf",1560,7764,Fretz_Format,2,True
"7.33634-35556","20190417_7.33634-35556.pdf",2588,8765,Fretz_Format,4,True
"7.35219-36080","20230515_7.35219-36080.pdf",3373,13622,Fretz_Format,12,True
"7.35244-36679","20230615_7.35244-36679.pdf",3303,15307,Fretz_Format,14,True
"7.35245-36969","20230615_7.35245-36969.pdf",3624,14128,Fretz_Format,14,True
"7.35247-36676","20230615_7.35247-36676.pdf",2783,12444,Fretz_Format,11,True
"7.35248-35530","20230615_7.35248-35530.pdf",2707,10695,Fretz_Format,7,True
"7.35249-36915","20230615_7.35249-36915.pdf",2155,9736,Fretz_Format,8,True
"7.35396-36547","20231115_7.35396-36547.pdf",679,7311,WinCan_Standard,6,True
"7.35421-36792","20180516_7.35421-36792.pdf",3504,9593,Fretz_Format,11,True
"7.3799-3798","20230911_7.3799-3798.pdf",6021,12917,Fretz_Format,11,True
"7.5497-2404","20200609_7.5497-2404.pdf",2299,8596,Fretz_Format,16,True
"7.6025-6023","20180702_7.6025-6023.pdf",375,6588,Fretz_Format,9,True
"7.6097-6083","20180702_7.6097-6083.pdf",221,5026,Fretz_Format,7,True
"7.6098-6083","20180702_7.6098-6083.pdf",400,6167,Fretz_Format,8,True
"7.6107-6105","20180702_7.6107-6105.pdf",169,4344,Fretz_Format,4,True
"7.6108-6105","20180702_7.6108-6105.pdf",196,4560,Fretz_Format,4,True
"7.6111-6110","20180703_7.6111-6110.pdf",236,4929,Fretz_Format,5,True
"7.6114-6037","20180622_7.6114-6037.pdf",362,7967,Fretz_Format,13,True
"7.6141-6140","20180621_7.6141-6140.pdf",233,5052,Fretz_Format,7,True
