haltung,pdf_file,pdf_kb,text_len,format,entries,readable
"29349-29276","20190411_29349-29276 DP.pdf",472,0,Scan_or_Empty,0,False
"29378-36636","20190605_29378-36636.pdf",3121,11803,Fretz_Format,5,True
"29381-29380","20190411_29381-29380 DP.pdf",475,0,Scan_or_Empty,0,False
"29382-29381","20190411_29382-29381 DP.pdf",477,0,Scan_or_Empty,0,False
"29396-29260","20190411_29369-29260 DP.pdf",473,0,Scan_or_Empty,0,False
"29413-29414","20190411_29413-29414 DP.pdf",481,0,Scan_or_Empty,0,False
"29414-29396","20190411_29414-29396 DP.pdf",486,0,Scan_or_Empty,0,False
"29462-35844","20230822_29462-35844.pdf",16212,26459,IKAS_Normal,26,True
"29466-29270","20230824_29466-29270.pdf",6091,20924,IKAS_Normal,22,True
"29525-29526","20190411_29525-29526 DP.pdf",468,0,Scan_or_Empty,0,False
"29526-29527","20190411_29526-29527 DP.pdf",480,0,Scan_or_Empty,0,False
"29527-29528","20190411_29527-29528 DP.pdf",471,0,Scan_or_Empty,0,False
"29528-29529","20190411_29528-29529 DP.pdf",473,0,Scan_or_Empty,0,False
"29529-29530","20190411_29529-29530 DP.pdf",473,0,Scan_or_Empty,0,False
"2953-2396","20200609_2953-2396.pdf",1287,6016,Fretz_Format,8,True
"29530-29532","20190411_29530-29532 DP.pdf",471,0,Scan_or_Empty,0,False
"29531-29533","20190411_29531-29533 DP.pdf",472,0,Scan_or_Empty,0,False
"29532-29531","20190411_29532-29531 DP.pdf",475,0,Scan_or_Empty,0,False
"29533-29534","20190411_29533-29534 DP.pdf",480,0,Scan_or_Empty,0,False
"29534-29413","20190411_29534-29413 DP.pdf",484,0,Scan_or_Empty,0,False
"2954-5143","20200609_2954-5143.pdf",1636,5918,Fretz_Format,9,True
"29569-29382","20190411_29569-29382 DP.pdf",469,0,Scan_or_Empty,0,False
"29629-29630","20180516_29629-29630.pdf",893,5312,Fretz_Format,7,True
"29630-7.24766","20180516_29630-7.24766.pdf",1894,7999,Fretz_Format,9,True
"296993-2942","20230921_296993-2942.pdf",2134,8156,Fretz_Format,6,True
"2977-2955","20200609_2977-2955.pdf",3854,7118,Fretz_Format,11,True
"30196-10.714452","20220520_30196-10.714452.pdf",168,6071,Unknown,12,True
"30360-36434","20220520_30360-36434.pdf",437,13709,Unknown,15,True
"30363-690752","20220520_30363-690752.pdf",85,5518,Unknown,8,True
"3037-3054","20200702_3037-3054.pdf",1012,5970,Fretz_Format,2,True
"3042-3045","20200702_3042-3045.pdf",913,5596,Fretz_Format,2,True
"3045-3235","20200702_3045-3235.pdf",1129,6186,Fretz_Format,2,True
"30464-10.706700","20220520_30464-10.706700.pdf",103,5436,Unknown,6,True
"30543-10.716096","20220520_30543-10.716096.pdf",82,5168,Unknown,8,True
"30546-35700","20220520_30546-35700.pdf",47,5506,Unknown,8,True
"30548-10.716096","20220520_30548-10.716096.pdf",156,5857,Unknown,12,True
"30572-10.716090","20220520_30572-10.716090.pdf",140,5925,Unknown,9,True
"30576-690706","20220520_30576-690706.pdf",197,7764,Unknown,13,True
"30578-10.719292","20220520_30578-10.719292.pdf",98,5404,Unknown,8,True
"30579-10.716099","20220520_30579-10.716099.pdf",177,6990,Unknown,14,True
"30580-10.716098","20220520_30580-10.716098.pdf",119,6041,Unknown,10,True
"305808-35602","30190605_305808-35602.pdf",676,5793,Fretz_Format,2,True
"30581-10.716097","20220520_30581-10.716097.pdf",116,5884,Unknown,9,True
"305813-305808","20190605_305813-305808.pdf",1444,7015,Fretz_Format,2,True
"30586-10.706271","20220520_30586-10.706271.pdf",159,8488,Unknown,15,True
"3060-3061","20200702_3060-3061.pdf",1083,6223,Fretz_Format,2,True
"3061-3042","20200702_3061-3042.pdf",985,6181,Fretz_Format,2,True
"3074-3037","20200702_3074-3037.pdf",1900,9424,Fretz_Format,3,True
"3080-275814","20200702_3080-275814.pdf",839,4826,Fretz_Format,2,True
"3101-3107","20200609_3101-3107.pdf",1043,5097,Fretz_Format,7,True
"31058-35163","20180523_31058-35163.pdf",1030,5124,Fretz_Format,6,True
"3107-2204","20200609_3107-2204.pdf",904,6005,Fretz_Format,8,True
"3107-3106","20200609_3107-3106.pdf",836,5476,Fretz_Format,8,True
"3114-2396","20200609_3114-2396.pdf",1220,5467,Fretz_Format,8,True
"3115-3114","20200609_3115-3114.pdf",3075,7840,Fretz_Format,12,True
"3116-5512","20200609_3116-5512.pdf",1215,5467,Fretz_Format,8,True
"3117-3116","20200609_3117-3116.pdf",1092,5460,Fretz_Format,8,True
"3133-3185","20200702_3133-3185.pdf",1465,5354,Fretz_Format,2,True
"31461-7.24798","20230615_31461-7.24798.pdf",2751,12934,Fretz_Format,12,True
"3151-3269","20200709_3151-3269.pdf",1934,8358,Fretz_Format,3,True
"3158-2398","20200609_3158-2398.pdf",1183,5999,Fretz_Format,9,True
"3164-3180","20200702_3164-3180.pdf",1101,6178,Fretz_Format,2,True
"3167-3758","20200609_3167-3758.pdf",2021,6001,Fretz_Format,9,True
"3172-3167","20200609_3172-3167.pdf",1389,6013,Fretz_Format,8,True
"3185-3164","20200702_3185-3164.pdf",2307,7210,Fretz_Format,3,True
"32140-10.706692","20220520_32140-10.706692.pdf",224,8303,Unknown,15,True
"32147-36286","20230901_32147-36286.pdf",3039,8474,IKAS_Normal,6,True
"32148-32149","20230927_32148-32149.pdf",14702,28843,IKAS_Normal,35,True
"32149-33585","20230927_32149-33585.pdf",18004,36890,IKAS_Normal,50,True
"32155-246189","20180523_32155-246189.pdf",1161,6465,Fretz_Format,9,True
"32223-690703","20220520_32223-690703.pdf",126,5877,Unknown,9,True
"3248-2204","20200609_3248-2204.pdf",1855,6982,Fretz_Format,10,True
"3263-2207","20230913_3263-2207.pdf",1874,7621,Fretz_Format,4,True
"32644-716915","20220520_32644-716915.pdf",106,5309,Unknown,7,True
"327015-2414","20200702_327015-2414.pdf",1308,6251,Fretz_Format,2,True
"3273-2435","20180607_3273-2435.pdf",879,5008,Fretz_Format,4,True
"327464-10.327502","20180822_327464-10.327502.pdf",2522,7540,Fretz_Format,8,True
"327478-36618","20180822_327478-36618.pdf",2744,9038,Fretz_Format,14,True
"32891-36964","20190605_32891-36964.pdf",1776,7393,Fretz_Format,3,True
"32943-35845","20220522_32943-35845.pdf",106,5010,Unknown,6,True
"33200-32147","20230901_33200-32147.pdf",16452,25593,IKAS_Normal,25,True
"3335-2977","20200609_3335-2977.pdf",1514,5462,Fretz_Format,8,True
"33521-33522","20230929_33521-33522.pdf",7617,14998,IKAS_Normal,16,True
"33522-33586","20230929_33522-33586.pdf",11849,20032,IKAS_Normal,20,True
"33550-10.706712","20220520_33550-10.706712.pdf",342,8589,Unknown,15,True
"3358-2989","20200609_3358-2989.pdf",1253,5500,Fretz_Format,8,True
"33585-33578","20230927_33585-33578.pdf",11538,22066,IKAS_Normal,26,True
"33586-33585","20230928_33586-33585.pdf",1136,7669,IKAS_Normal,5,True
"33651-10.717342","20220520_33651-10.717342.pdf",161,8941,Unknown,16,True
"3371-233072","20200609_3371-233072.pdf",1161,6932,Fretz_Format,10,True
"33714-28920","20230927_33714-28920.pdf",3834,10337,IKAS_Normal,11,True
"33777-32148","20230902_33777-32148.pdf",31508,44682,IKAS_Normal,43,True
"33850-7.25390","202030515_33850-7.25390.pdf",1768,8906,Fretz_Format,7,True
"33851-33850","20231115_33851-33850.pdf",1016,9673,WinCan_Standard,8,True
"33880-35846","20180523_33880-35846.pdf",1404,7189,Fretz_Format,7,True
"339394-77000","20181002_339394-77000.pdf",93,4375,Unknown,6,True
"339395-339394","20181001_339395-339394.pdf",93,4608,Unknown,6,True
"339397-10.359033","20181001_339397-10.359033.pdf",68,4099,Unknown,5,True
"339398-339394","20181001_339398-339394.pdf",69,3941,Unknown,3,True
"339399-339394","20181001_339399-339394.pdf",69,4128,Unknown,4,True
"339400-339401","20181001_339400-339401.pdf",70,4109,Unknown,3,True
"339401-10.359031","20181001_339401-10.359031.pdf",73,4033,Unknown,4,True
"339402-339401","20181001_339402-339401.pdf",69,4190,Unknown,4,True
"339403-339404","20181001_339403-339404.pdf",74,4062,Unknown,2,True
"339404-10.359032","20181001_339404-10.359032.pdf",72,4323,Unknown,6,True
"339405-339406","20181001_339405-339406.pdf",69,4060,Unknown,4,True
"339406-10.359426","20181001_339406-10.359426.pdf",116,4226,Unknown,5,True
"339409-339410","20181001_339409-339410.pdf",70,4132,Unknown,4,True
"339410-10.359430","20181001_339410-10.359430.pdf",75,4119,Unknown,4,True
"339411-76772","20181001_339411-76772.pdf",126,5997,Unknown,6,True
"339412-10.360224","20181001_339412-10.360224.pdf",73,4212,Unknown,5,True
"339413-10.360225","20181001_339413-10.360225.pdf",71,4226,Unknown,5,True
"339414-339407","20181001_339414-339407.pdf",303,12350,Unknown,15,True
"339415-339414","20181001_339415-339414_1.pdf",104,4371,Unknown,5,True
"339416-10.360240","20181001_339416-10.360240.pdf",70,4237,Unknown,5,True
"339418-10.360226","20181001_339418-10.360226.pdf",98,4436,Unknown,5,True
"339420-339415","20181002_339420-KS339415.pdf",100,4686,Unknown,5,True
"341815-77513","20250917_341815-77513.pdf",1116,8503,Fretz_Format,9,True
"341821-341815","20250917_341821-341815.pdf",1313,10990,Fretz_Format,10,True
"34215-10.702947","20220520_34215-10.702947.pdf",118,7063,Unknown,10,True
"34227-34228","20230809_34277-34228.pdf",5997,12849,IKAS_Normal,10,True
"34228-35765","20230809_34228-35765.pdf",3806,11024,IKAS_Normal,8,True
"344193-06.344220","20200908_344193-06.344220.pdf",1829,10073,Fretz_Format,4,True
"344196-344197","20230426_344196-344197.pdf",9783,10829,IKAS_Normal,10,True
"344197-344198","20230426_344197-344198.pdf",7750,8902,IKAS_Normal,6,True
"34451-690284","20220520_34451-690284.pdf",71,5462,Unknown,8,True
"345003-77382","20250917_345003-77382.pdf",1311,8043,Fretz_Format,7,True
"34508-7.26824","20230810_34508-7.26824.pdf",1055,16801,IKAS_Normal,17,True
"34514-35758","20230824_34514-35758.pdf",30531,63001,IKAS_Normal,72,True
"34549-35751","20230810_34549-35751.pdf",499,9430,IKAS_Normal,8,True
"34604-35748","20230810_34604-35748.pdf",1116,15452,IKAS_Normal,12,True
"34655-34656","20230811_34655-34656.pdf",2009,29801,IKAS_Normal,36,True
"34656-35746","20230811_34656-35746.pdf",403,7627,IKAS_Normal,4,True
"34734-34738","20230814_34734-34738.pdf",3202,10522,IKAS_Normal,5,True
"34737-34738","20230814_34737-34738.pdf",3647,10627,IKAS_Normal,6,True
"34738-34741","20230816_34738-34741.pdf",5770,11714,IKAS_Normal,11,True
"34740-34741","20230816_34740-34741.pdf",1744,6413,IKAS_Normal,3,True
"34741-34747","20230816_34741-34747.pdf",5605,12597,IKAS_Normal,11,True
"34745-34746","20230816_34745-34746.pdf",359,7748,IKAS_Normal,5,True
"34746-34747","20230816_34746-34747.pdf",494,9213,IKAS_Normal,7,True
"34748-34751","20230816_34748-34751.pdf",3479,8059,IKAS_Normal,4,True
"34750-34751","20230816_34750-34751.pdf",2404,8590,IKAS_Normal,6,True
"34751-35597","20230816_34751-35597.pdf",13576,22886,IKAS_Normal,20,True
"34837-36662","20230817_34837-36662.pdf",3679,9411,IKAS_Normal,7,True
"34839-34841","20230817_34839-34841.pdf",3585,12175,IKAS_Normal,12,True
"34841-34844","2023017_34841-34844.pdf",2561,9153,IKAS_Normal,6,True
"34844-35582","20230817_34844-35582.pdf",3574,11564,IKAS_Normal,9,True
"34850-34851","20230814_34850-34851.pdf",4447,11609,IKAS_Normal,7,True
"34851-34734","20230814_34851-34734.pdf",2826,10391,IKAS_Normal,6,True
"3493-2769","20200609_3493-2769.pdf",1368,6713,Fretz_Format,11,True
"3497-3500","20200609_3497-3500.pdf",2546,9041,Fretz_Format,16,True
"3500-2751","20200609_3500-2751.pdf",3475,12530,Fretz_Format,19,True
"35140-35141","20190517_35140-35141.pdf",1107,5278,Fretz_Format,2,True
"35141-35142","20190517_35141-35142.pdf",1316,5568,Fretz_Format,2,True
"35142-35143","20190517_35142-35143.pdf",1130,6170,Fretz_Format,2,True
"35143-35889","20190517_35143-35889.pdf",1637,7871,Fretz_Format,3,True
"35144-35145","20230811_35144-35145.pdf",1263,6092,IKAS_Normal,3,True
"35145-35147","20230811_35145-35147.pdf",2414,9102,IKAS_Normal,6,True
"351463-10.87113","20251007_351463-10.87113.pdf",1226,8915,Fretz_Format,10,True
"35147-35737","20230811_35147-35737.pdf",3795,9487,IKAS_Normal,8,True
"35152-35710","20180523_35152-35710.pdf",836,4686,Fretz_Format,4,True
"35153-35152","20180523_35153-35152.pdf",892,4844,Fretz_Format,5,True
"35158-35715","20180523_35158-35715.pdf",1239,6216,Fretz_Format,5,True
"35161-35804","20180523_35161-35804.pdf",1182,5021,Fretz_Format,4,True
"35163-35813","20180523_35163-35813.pdf",1115,5050,Fretz_Format,5,True
"35164-35813","20180523_35164-35813.pdf",1257,6381,Fretz_Format,7,True
"35167-35835","20180523_35167-35835.pdf",1139,4975,Fretz_Format,4,True
"35168-35835","20180523_35168-35835.pdf",1454,6087,Fretz_Format,5,True
"35172-35173","20180430_35172-35173.pdf",1776,8566,Fretz_Format,13,True
"35173-35174","20180430_35173-35174.pdf",899,5346,Fretz_Format,7,True
"35174-35176","20180430_35174-35176.pdf",897,4963,Fretz_Format,4,True
"35176-35177","20180430_35176-35177.pdf",848,5183,Fretz_Format,4,True
"35177-36484","20180430_35177-36484.pdf",1170,5127,Fretz_Format,4,True
"35178-35179","20180430_35178-35179.pdf",1063,5192,Fretz_Format,4,True
"35179-35180","20180430_35179-35180.pdf",988,5446,Fretz_Format,6,True
"35180-35886","20180430_35180-35886.pdf",1145,5470,Fretz_Format,7,True
"35181-35182","20180430_35181-35182.pdf",1396,6738,Fretz_Format,7,True
"35182-35183","20180430_35182-35183.pdf",1055,4976,Fretz_Format,5,True
"35183-35595","20180430_35183-35595.pdf",1360,6303,Fretz_Format,6,True
"35507-35508","20230829_35507-35508.pdf",3324,8681,IKAS_Normal,5,True
"35509-149572","20180523_35509-149572.pdf",1141,6392,Fretz_Format,7,True
"35510-36215","20180523_35510-36215.pdf",1502,6804,Fretz_Format,7,True
"35511-35512","20180523_35511-35512.pdf",783,4764,Fretz_Format,5,True
"35512-35513","20180523_35512-35513.pdf",1067,5190,Fretz_Format,4,True
"35513-246188","20180523_35513-246188.pdf",2158,6778,Fretz_Format,8,True
"35526-14.24374","20220522_35526-14.24374.pdf",89,5650,Unknown,8,True
"35527-35528","20190517_35527-35528.pdf",1251,6201,Fretz_Format,2,True
"35528-35140","20190517_35528-35140.pdf",1128,5317,Fretz_Format,2,True
"35530-35531","20190618_35530-35531.pdf",2804,7300,Fretz_Format,14,True
"35531-35532","20190618_35531-35532.pdf",4042,12152,Fretz_Format,19,True
"35532-35533","20190618_35532-35533.pdf",2396,9054,Fretz_Format,13,True
"35533-35534","20190618_35533-35534.pdf",1386,6892,Fretz_Format,9,True
"35534-35535","20190618_35534-35535.pdf",2329,7203,Fretz_Format,9,True
"35535-35536","20190618_35535-35536.pdf",1015,6207,Fretz_Format,7,True
"35536-35537","20190618_35536-35537.pdf",2113,7094,Fretz_Format,9,True
"35537-35538","20190618_35537-35538.pdf",1849,6063,Fretz_Format,8,True
"35538-36392","20190618_35538-36392.pdf",1238,5396,Fretz_Format,7,True
"35539-35541","20190417_35539-35541.pdf",876,6247,Fretz_Format,2,True
"35541-35542","20190417_35541-35542.pdf",1106,6161,Fretz_Format,2,True
"35542-35543","20190417_35542-35543.pdf",1279,6881,Fretz_Format,2,True
"35543-35544","20190417_35543-35544.pdf",1055,5312,Fretz_Format,2,True
"35544-35545","20190417_35544-35545.pdf",1770,8175,Fretz_Format,3,True
"35545-35546","20190417_35545-35546.pdf",1069,6027,Fretz_Format,2,True
"35546-35547","20190417_35546-35547.pdf",1021,6061,Fretz_Format,2,True
"35547-29380","20190417_35547-29380.pdf",1121,6161,Fretz_Format,2,True
"35548-35549","20190417_35548-35549.pdf",1711,6234,Fretz_Format,2,True
"35549-35550","20190417_35549-35550.pdf",1766,6262,Fretz_Format,2,True
"35550-35552","20190417_35550-35552.pdf",1164,6242,Fretz_Format,2,True
"35552-35553","20190417_35552-35553.pdf",1548,6278,Fretz_Format,2,True
"35553-35554","20190417_35553-35554.pdf",857,5576,Fretz_Format,2,True
"35554-35555","20190417_35554-35555.pdf",2028,7314,Fretz_Format,3,True
"35555-35556","20190417_35555-35556.pdf",3097,7424,Fretz_Format,3,True
"35556-35557","20190417_35556-35557.pdf",2530,8032,Fretz_Format,3,True
"35557-36396","20190417_35557-36396.pdf",1624,5726,Fretz_Format,2,True
"35573-35710","20180523_35573-35710.pdf",1686,6647,Fretz_Format,7,True
"35576-35578","20180523_35576-35578.pdf",3965,13557,Fretz_Format,21,True
"35578-35804","20180523_35578-35804.pdf",1206,7043,Fretz_Format,10,True
"35580-35723","20230831_35580-35723.pdf",8243,15619,IKAS_Normal,11,True
"35582-35583","20230817_35582-35583.pdf",3666,8660,IKAS_Normal,7,True
"35583-35154","20230817_35583-35154.pdf",5653,10484,IKAS_Normal,6,True
"35586-35153","20180523_35586-35153.pdf",960,4860,Fretz_Format,5,True
"35595-35596","20180430_35595-35596.pdf",1194,5191,Fretz_Format,4,True
"35596-35919","20180430_35596-35919.pdf",1244,6376,Fretz_Format,7,True
"35598-28965","20190605_35598-28965.pdf",1150,6332,Fretz_Format,2,True
"35599-999004","20190605_35599-999004.pdf",957,5506,Fretz_Format,2,True
"35600-305813","20190605_35600-305813.pdf",1615,6692,Fretz_Format,2,True
"35602-36389","20190605_35602-36389.pdf",1193,6151,Fretz_Format,2,True
"35604-35605","20190618_35604-35605.pdf",1541,6870,Fretz_Format,9,True
"35605-35536","20190618_35605-35536.pdf",1117,6231,Fretz_Format,7,True
"35618-35619","20230828_35618-35619.pdf",18818,25640,IKAS_Normal,20,True
"35619-35620","20230828_35619-35620.pdf",13409,17566,IKAS_Normal,15,True
"35620-35621","20230828_35620-35621.pdf",6092,11062,IKAS_Normal,8,True
"35621-35622","20230829_35621-35622.pdf",8046,13462,IKAS_Normal,9,True
"35622-35623","20230828_35622-35623.pdf",12274,21257,IKAS_Normal,19,True
"35623-35624","20230829_35623-35624.pdf",1396,6750,IKAS_Normal,5,True
"35624-35774","20230829_35624-35774.pdf",9211,15616,IKAS_Normal,14,True
"35625-35636","20230830_35625-35636.pdf",7233,14400,IKAS_Normal,13,True
"35636-06.24394","20230830_35636-06.24394.pdf",6411,12727,IKAS_Normal,9,True
"3564-3530","20200609_3564-3530.pdf",2269,9450,Fretz_Format,14,True
"35640-35641","20230828_35640-35641.pdf",299,6091,IKAS_Normal,3,True
"35641-35642","20230829_35641-35642.pdf",3335,8675,IKAS_Normal,6,True
"35642-35643","20230829_35642-35643.pdf",2969,7953,IKAS_Normal,4,True
"35643-35644","20230829_35643-35644.pdf",3976,8214,IKAS_Normal,4,True
"35644-06.727427","20230829_35644-06.727427.pdf",5135,10455,IKAS_Normal,6,True
"35654-35663","20230831_35654-35663.pdf",2668,8339,IKAS_Normal,6,True
"35661-690281","20220520_35661-690281.pdf",90,6984,Unknown,10,True
"35663-06.24389","20230831_35663-06.24389.pdf",5495,11970,IKAS_Normal,8,True
"356739-76780","20181001_356739-76780.pdf",100,4452,Unknown,5,True
"35675-35676","20230808_35675-35676.pdf",2652,9246,IKAS_Normal,7,True
"35682-10.719292","20220520_35682-10.719292.pdf",78,6738,Unknown,10,True
"35683-35691","20180516_35683-35691.pdf",2341,6486,Fretz_Format,5,True
"35691-35701","20180816_35691-35701.pdf",1294,4999,Fretz_Format,4,True
"35698-690287","20220520_35698-690287.pdf",91,7056,Unknown,12,True
"35700-10.716087","20220522_35700-10.716087.pdf",141,7836,Unknown,13,True
"35701-06.727427","20180816_35701-06.727427.pdf",899,4230,Fretz_Format,3,True
"35702-35703","20230808_35702-35703.pdf",15189,7976,IKAS_Normal,5,True
"35703-35704","20230808_35703-35704.pdf",15176,7868,IKAS_Normal,4,True
"35704-35705","20230808_35704-35705.pdf",22306,8582,IKAS_Normal,5,True
"35705-35706","20230808_35705-35706.pdf",21118,8114,IKAS_Normal,4,True
"35706-35707","20230808_35706-35707.pdf",18507,8904,IKAS_Normal,6,True
"35707-690269","20220522_ 35707-690269_1.pdf",153,8397,Unknown,14,True
"35708-35709","20180816_35708-35709.pdf",946,4479,Fretz_Format,3,True
"35709-35710","20180816_35709-35710.pdf",1734,5739,Fretz_Format,5,True
"35710-35715","20180523_35710-35715.pdf",621,4707,Fretz_Format,5,True
"35714-10.706245","20220522_35714-10.706245.pdf",72,7289,Unknown,10,True
"35715-35796","20180523_35715-35796.pdf",1203,5079,Fretz_Format,4,True
"35718-35719","20230814_35718-35719.pdf",23652,9475,IKAS_Normal,7,True
"35719-35720","20230814_35719-35720.pdf",17397,8068,IKAS_Normal,4,True
"35720-35721","20230814_35720-35721.pdf",40039,13413,IKAS_Normal,9,True
"35721-35722","20230814_35721-35722.pdf",35494,11432,IKAS_Normal,8,True
"35722-35724","20230814_35722-35724.pdf",15169,24446,IKAS_Normal,23,True
"35723-35734","20230831_35723-35734.pdf",9496,17650,IKAS_Normal,14,True
"35724-35725","20230814_35724-35725.pdf",1789,8675,IKAS_Normal,8,True
"35725-35726","20230814_35725-35726.pdf",2315,8830,IKAS_Normal,7,True
"35726-35727","20230814_35726-35727.pdf",2947,9247,IKAS_Normal,7,True
"35727-35728","20230814_35727-35728.pdf",2222,8917,IKAS_Normal,6,True
"35729-35730","20230811_35729-35730.pdf",7169,13398,IKAS_Normal,10,True
"35730-35731","20230811_35730-35731.pdf",6514,11663,IKAS_Normal,11,True
"35731-35732","20230811_35731-35732.pdf",6614,12259,IKAS_Normal,8,True
"35732-35529","20230811_35732-35529.pdf",1666,6848,IKAS_Normal,5,True
"35734-35745","20230831_35734-35745.pdf",10004,18211,IKAS_Normal,15,True
"35735-35736","20230814_35735-35736.pdf",3746,9165,IKAS_Normal,8,True
"35738-35739","20230811_35738-35739.pdf",7758,12779,IKAS_Normal,9,True
"35739-35740","20230811_35739-35740.pdf",5039,13140,IKAS_Normal,10,True
"35740-35741","20230811_35740-35741.pdf",7009,11143,IKAS_Normal,8,True
"35741-35742","20230811_35741-35742.pdf",6008,10905,IKAS_Normal,7,True
"35742-35743","20230811_35742-35743.pdf",1130,5465,IKAS_Normal,2,True
"35743-35744","20230811_35743-35744.pdf",9010,13861,IKAS_Normal,10,True
"35744-35540","20230811_35744-35540.pdf",1759,7882,IKAS_Normal,5,True
"35748-35749","20230810_35748-35749.pdf",3859,8506,IKAS_Normal,6,True
"35749-35750","20230810_35749-35750.pdf",6449,11791,IKAS_Normal,10,True
"35750-35751","20230810_35750-35751.pdf",4579,8967,IKAS_Normal,6,True
"35751-35752","20230810_35751-35752.pdf",5324,10977,IKAS_Normal,8,True
"35752-35753","20230810_35752-35753.pdf",5409,11002,IKAS_Normal,9,True
"35753-35562","20230810_35753-35562.pdf",4713,14377,IKAS_Normal,12,True
"35754-35755","20230809_35754-35755.pdf",5679,11367,IKAS_Normal,9,True
"35755-35757","20230809_35758-35757.pdf",27691,10930,IKAS_Normal,12,True
"35756-35767","20230831_35756-35767.pdf",2845,8211,IKAS_Normal,4,True
"35757-35758","20230809_35757-35758.pdf",3301,8590,IKAS_Normal,5,True
"35758-35759","20230809_35758-35759.pdf",12674,22263,IKAS_Normal,18,True
"35759-35617","20230809_35759-35617.pdf",2154,6492,IKAS_Normal,3,True
"35761-35762","20230809_35761-35762.pdf",9438,12899,IKAS_Normal,9,True
"35762-35763","20230809_35762-35763.pdf",8455,13453,IKAS_Normal,11,True
"35763-35764","20230809_35763-35764.pdf",2676,6696,IKAS_Normal,4,True
"35763-929631","20240325_35763-929631.pdf",593,6023,WinCan_Standard,4,True
"35764-35765","20230809_35764-35765.pdf",3715,8605,IKAS_Normal,5,True
"35765-35766","20230809_35765-35766.pdf",3811,8258,IKAS_Normal,4,True
"35766-06.24341","20230809_35766-06.24341.pdf",2657,6624,IKAS_Normal,3,True
"35767-35654","20230831_35767-35654.pdf",6317,13705,IKAS_Normal,9,True
"35774-35775","20230830_35774-35775.pdf",6112,12993,IKAS_Normal,11,True
"35775-35776","20230830_35775-35776.pdf",7887,14501,IKAS_Normal,10,True
"35776-35778","20230830_35776-35778.pdf",6450,13552,IKAS_Normal,9,True
"35778-06.24394","20230830_35778-06.24394.pdf",4473,9807,IKAS_Normal,6,True
"35779-35780","20230825_35779-35780.pdf",2782,7765,IKAS_Normal,4,True
"35780-35781","20230825_35780-35781.pdf",3592,8476,IKAS_Normal,5,True
"35781-35782","20230825_35781-35782.pdf",3585,8573,IKAS_Normal,6,True
"35782-35783","20230825_35782-35783.pdf",6731,11515,IKAS_Normal,9,True
"35783-35784","20230825_35783-35784.pdf",3055,10677,IKAS_Normal,9,True
"35784-35785","20230825 _35784-35785.pdf",6072,13077,IKAS_Normal,14,True
"35785-7.24776","20230830_35785-7.24776.pdf",9605,21245,IKAS_Normal,15,True
"35786-35975","20230823_35786-35975.pdf",12877,20867,IKAS_Normal,19,True
"35787-35756","20230825_35787-35756.pdf",4869,9395,IKAS_Normal,6,True
"35796-35804","20180523_35796-35804.pdf",1479,6368,Fretz_Format,6,True
"35804-35813","20180523_35804-35813.pdf",1566,6517,Fretz_Format,5,True
"35813-35824","20180523_35813-35824.pdf",1130,5189,Fretz_Format,4,True
"35824-35835","20180523_35824-35835.pdf",1358,6282,Fretz_Format,6,True
"35830-35831","20230823_35830-35831.pdf",4036,10073,IKAS_Normal,7,True
"35831-35832","20230823_35831-35832.pdf",8647,13518,IKAS_Normal,10,True
"35832-35833","20230823_35832-35833.pdf",6493,11050,IKAS_Normal,7,True
"35833-35858","20230823_35833-35858.pdf",4905,9320,IKAS_Normal,6,True
"35835-35846","20180523_35835-35846.pdf",584,4413,Fretz_Format,3,True
"35840-35841","20230818_35840-35841.pdf",3955,8545,IKAS_Normal,5,True
"35841-999002","20230818_35841-999002.pdf",2129,6560,IKAS_Normal,3,True
"35842-35843","20230818_35842-35843.pdf",4940,10838,IKAS_Normal,8,True
"35843-35844","20230818_35843-35844.pdf",6389,11495,IKAS_Normal,8,True
"35844-35845","20230818_35844-35845.pdf",3806,8709,IKAS_Normal,6,True
"35846-35856","20180523_35846-35856.pdf",1318,6323,Fretz_Format,6,True
"35856-35866","20180816_35856-35866.pdf",2175,6149,Fretz_Format,6,True
"3586-2551","20230920_3586-2551.pdf",708,6542,Fretz_Format,4,True
"35864-35865","20180523_35864-35865.pdf",1372,6188,Fretz_Format,4,True
"35865-35856","20180523_35865-35856.pdf",1202,6171,Fretz_Format,6,True
"35866-35875","20180816_35866-35875.pdf",2285,6690,Fretz_Format,6,True
"35868-35869","20190515_35868-35869 DP.pdf",471,0,Scan_or_Empty,0,False
"35869-35870","20190515_35869-35870 DP.pdf",474,0,Scan_or_Empty,0,False
"35870-35871","20190515_35870-35871 DP.pdf",478,0,Scan_or_Empty,0,False
"35872-35873","20190515_35872-35873 DP.pdf",468,0,Scan_or_Empty,0,False
"35873-35874","20190515_35873-35874 DP.pdf",466,0,Scan_or_Empty,0,False
"35874-35876","20190515_35874-35876 DP.pdf",468,0,Scan_or_Empty,0,False
"35875-35886","20180816_35875-35886.pdf",1997,6201,Fretz_Format,5,True
"35876-35877","20190515_35876-35877 DP.pdf",472,0,Scan_or_Empty,0,False
"35877-35878","20190515_35877-35878 DP.pdf",470,0,Scan_or_Empty,0,False
"35878-35879","20190515_35878-35879 DP.pdf",464,0,Scan_or_Empty,0,False
"35879-35880","20190515_35879-35880.pdf",948,7130,Fretz_Format,2,True
"35880-35881","20190515_35880-35881.pdf",729,6346,Fretz_Format,2,True
