file,type,name,kind,line,lines,hasBody,branches
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,Distribute,MethodDeclaration,25,5,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,Distribute,MethodDeclaration,31,38,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeFiles,MethodDeclaration,70,5,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeFiles,MethodDeclaration,76,45,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeTxt,MethodDeclaration,122,5,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeTxt,MethodDeclaration,128,43,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeTxtFiles,MethodDeclaration,172,5,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeTxtFiles,MethodDeclaration,178,40,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeTxtCore,MethodDeclaration,219,177,True,17
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeCore,MethodDeclaration,397,171,True,21
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeShafts,MethodDeclaration,569,4,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeShafts,MethodDeclaration,574,22,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeShaftFiles,MethodDeclaration,597,4,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeShaftFiles,MethodDeclaration,602,26,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeShaftCore,MethodDeclaration,629,74,True,8
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeDichtheit,MethodDeclaration,711,4,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeDichtheit,MethodDeclaration,716,22,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeDichtheitFiles,MethodDeclaration,743,4,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeDichtheitFiles,MethodDeclaration,748,23,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.cs,HoldingFolderDistributor,DistributeDichtheitCore,MethodDeclaration,772,185,True,16
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParseSchachtPdf,MethodDeclaration,47,8,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParseSchachtPdfPage,MethodDeclaration,57,18,True,4
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ResolveDistributionRoot,MethodDeclaration,113,8,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParsePdf,MethodDeclaration,141,18,True,4
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParsePdfPage,MethodDeclaration,164,142,True,24
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,SplitPdfIntoHoldings,MethodDeclaration,308,75,True,11
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParsePdfWithOcrFallback,MethodDeclaration,385,57,True,13
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParsePdfPageWithOcrFallback,MethodDeclaration,444,34,True,9
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,SplitPdfIntoShafts,MethodDeclaration,480,47,True,9
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,ParseSchachtPdfPageWithOcrFallback,MethodDeclaration,529,45,True,10
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryParseSchachtPdfPageFromFormFields,MethodDeclaration,576,26,True,3
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryCompleteShaftDateFromSiblingProtocol,MethodDeclaration,604,15,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryResolveDateFromSiblingProtocol,MethodDeclaration,621,41,True,7
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,GetOrBuildSchachtDateIndex,MethodDeclaration,664,17,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,BuildSchachtDateIndex,MethodDeclaration,683,38,True,6
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryExtractFromHeader,MethodDeclaration,736,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,LooksLikeDateFragment,MethodDeclaration,749,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryExtractFromShafts,MethodDeclaration,753,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryFindPoint,MethodDeclaration,756,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,FindNextToken,MethodDeclaration,759,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,WritePdfPages,MethodDeclaration,763,32,True,4
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,AppendPdfFile,MethodDeclaration,797,60,True,9
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,RewriteHoldingInPdfFiles,MethodDeclaration,867,9,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,TryFindFilmName,MethodDeclaration,878,37,True,7
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.PdfParsing.cs,HoldingFolderDistributor,EnumeratePhotoLookupKeys,MethodDeclaration,917,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,ParseTxtSections,MethodDeclaration,39,47,True,4
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,FlushCurrent,LocalFunctionStatement,49,17,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,TryParseTxtHeader,MethodDeclaration,88,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,TryReadTxtDate,MethodDeclaration,92,20,True,4
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,TryParseDateFromInfoFile,MethodDeclaration,114,15,True,3
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,ReadAllTextLinesBestEffort,MethodDeclaration,131,12,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,EnumerateSidecarFiles,MethodDeclaration,145,31,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,AddSidecarFiles,LocalFunctionStatement,153,13,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,BuildSidecarVideoLinkIndex,MethodDeclaration,178,73,True,14
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,BuildSidecarHoldingByVideoIndex,MethodDeclaration,253,35,True,7
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,EnumerateVideoLookupKeys,MethodDeclaration,290,12,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,BuildCdIndexVideoLinkIndex,MethodDeclaration,304,40,True,6
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,ResolveCdIndexFolders,MethodDeclaration,346,39,True,6
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,AddExisting,LocalFunctionStatement,352,7,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,AddCdIndexMappings,MethodDeclaration,387,43,True,9
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,ResolveSidecarFolders,MethodDeclaration,432,34,True,5
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,AddExisting,LocalFunctionStatement,436,7,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,TryFindVideoFromSidecarLinks,MethodDeclaration,468,58,True,15
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,HoldingHasVideoLink,MethodDeclaration,528,30,True,6
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.SidecarXtf.cs,HoldingFolderDistributor,PreWarmXtfCache,MethodDeclaration,560,18,True,3
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,NormalizeText,MethodDeclaration,26,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryParseDateString,MethodDeclaration,29,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,IsSuspiciousShaftPair,MethodDeclaration,32,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,MergeMessage,MethodDeclaration,36,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryExtractHaltungFromPdfPath,MethodDeclaration,39,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,NormalizeShaftNumberKey,MethodDeclaration,43,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,BuildPageRange,MethodDeclaration,47,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,IsContentsPage,MethodDeclaration,50,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryFindInspectionDate,MethodDeclaration,53,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryFindSchachtDate,MethodDeclaration,57,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,FindNearbyDate,MethodDeclaration,61,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryFindHaltungId,MethodDeclaration,65,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryParseKsCompactHoldingDigits,MethodDeclaration,69,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,TryFindSchachtNumber,MethodDeclaration,73,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,Tokenize,MethodDeclaration,79,3,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,HasVideoExtension,MethodDeclaration,84,5,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,HasImageExtension,MethodDeclaration,91,5,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,NormalizeVideoFileName,MethodDeclaration,98,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,SanitizePathSegment,MethodDeclaration,101,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,NormalizeHaltungId,MethodDeclaration,105,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,NormalizeKey,MethodDeclaration,108,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,IsValidHaltungId,MethodDeclaration,111,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.TextUtils.cs,HoldingFolderDistributor,MakeProjectRelativeLink,MethodDeclaration,119,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,EnumerateVideoFiles,MethodDeclaration,35,16,True,1
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,FindVideo,MethodDeclaration,53,23,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,FindVideoByHaltungDate,MethodDeclaration,78,12,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,GetFileTimestampSafe,MethodDeclaration,91,15,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,TryFindVideoFromCdIndexPhotoHints,MethodDeclaration,108,91,True,21
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,TryResolveHoldingFromMatchedVideo,MethodDeclaration,201,43,True,11
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,TryResolveHoldingFromMatchedVideoName,MethodDeclaration,245,20,True,4
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,GetSuffixFromFirstUnderscore,MethodDeclaration,267,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,FindRecordByHolding,MethodDeclaration,271,34,True,2
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,StripNodePrefixes,MethodDeclaration,318,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,EnumerateHoldingLookupKeys,MethodDeclaration,321,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,ReverseHoldingId,MethodDeclaration,324,1,True,0
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,TryFindVideoFromRecordLink,MethodDeclaration,327,52,True,7
src/AuswertungPro.Next.Infrastructure/HoldingFolderDistributor.VideoMatching.cs,HoldingFolderDistributor,FindExistingVideo,MethodDeclaration,386,56,True,7
src/AuswertungPro.Next.Infrastructure/HoldingIdNormalizer.cs,HoldingIdNormalizer,NormalizeHaltungId,MethodDeclaration,27,19,True,2
src/AuswertungPro.Next.Infrastructure/HoldingIdNormalizer.cs,HoldingIdNormalizer,IsValidHaltungId,MethodDeclaration,51,26,True,6
src/AuswertungPro.Next.Infrastructure/HoldingIdNormalizer.cs,HoldingIdNormalizer,IsDateLikeNode,MethodDeclaration,78,16,True,3
src/AuswertungPro.Next.Infrastructure/HoldingIdNormalizer.cs,HoldingIdNormalizer,ReverseHoldingId,MethodDeclaration,99,11,True,2
src/AuswertungPro.Next.Infrastructure/HoldingIdNormalizer.cs,HoldingIdNormalizer,StripNodePrefixes,MethodDeclaration,115,12,True,1
src/AuswertungPro.Next.Infrastructure/HoldingIdNormalizer.cs,HoldingIdNormalizer,EnumerateHoldingLookupKeys,MethodDeclaration,131,11,True,2
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,NormalizeText,MethodDeclaration,19,12,True,1
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,TryParseDateString,MethodDeclaration,35,9,True,0
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,NormalizeKey,MethodDeclaration,48,11,True,3
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,ContainsKeyAtBoundary,MethodDeclaration,66,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,ContainsNormalizedKeyAtBoundary,MethodDeclaration,69,44,True,6
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,BuildPageRange,MethodDeclaration,117,6,True,2
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,IsContentsPage,MethodDeclaration,127,2,True,0
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,MergeMessage,MethodDeclaration,133,8,True,3
src/AuswertungPro.Next.Infrastructure/HoldingTextNormalizer.cs,HoldingTextNormalizer,NormalizeVideoFileName,MethodDeclaration,146,17,True,3
src/AuswertungPro.Next.UI/App.xaml.cs,App,Services,PropertyDeclaration,53,2,True,0
src/AuswertungPro.Next.UI/App.xaml.cs,App,OnStartup,MethodDeclaration,56,206,True,11
src/AuswertungPro.Next.UI/App.xaml.cs,App,OnExit,MethodDeclaration,263,20,True,1
src/AuswertungPro.Next.UI/App.xaml.cs,App,AnimateOpacityAsync,MethodDeclaration,284,20,True,1
src/AuswertungPro.Next.UI/App.xaml.cs,App,StartAiOnStartupAsync,MethodDeclaration,305,29,True,5
src/AuswertungPro.Next.UI/App.xaml.cs,App,ApplyTypographyDefaults,MethodDeclaration,335,27,True,1
src/AuswertungPro.Next.UI/App.xaml.cs,App,TryOverrideMetadata,MethodDeclaration,363,15,True,2
src/AuswertungPro.Next.UI/App.xaml.cs,App,RegisterWindowIconDefaults,MethodDeclaration,379,13,True,1
src/AuswertungPro.Next.UI/App.xaml.cs,App,ApplyDefaultWindowIcon,MethodDeclaration,393,21,True,3
src/AuswertungPro.Next.UI/App.xaml.cs,App,LoadDefaultWindowIcon,MethodDeclaration,415,37,True,5
src/AuswertungPro.Next.UI/App.xaml.cs,App,HandleException,MethodDeclaration,453,40,True,4
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,PersistenceBlocked,PropertyDeclaration,53,2,True,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,PersistenceBlockedWarning,PropertyDeclaration,57,8,True,1
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool EnableDiagnostics { get; set; } = true;:get,GetAccessorDeclaration,66,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool EnableDiagnostics { get; set; } = true;:set,SetAccessorDeclaration,66,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? PdfToTextPath { get; set; }:get,GetAccessorDeclaration,67,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? PdfToTextPath { get; set; }:set,SetAccessorDeclaration,67,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public int ProtocolPhotosPerPage { get; set; } =:get,GetAccessorDeclaration,73,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public int ProtocolPhotosPerPage { get; set; } =:set,SetAccessorDeclaration,73,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastProjectPath { get; set; }:get,GetAccessorDeclaration,75,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastProjectPath { get; set; }:set,SetAccessorDeclaration,75,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? ProjectsRootDirectory { get; set; }:get,GetAccessorDeclaration,79,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? ProjectsRootDirectory { get; set; }:set,SetAccessorDeclaration,79,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public List<string> RecentProjectPaths { get; set; } = new();:get,GetAccessorDeclaration,82,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public List<string> RecentProjectPaths { get; set; } = new();:set,SetAccessorDeclaration,82,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public List<string> HiddenProjectPaths { get; set; } = new();:get,GetAccessorDeclaration,86,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public List<string> HiddenProjectPaths { get; set; } = new();:set,SetAccessorDeclaration,86,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool OverviewProjectListCollapsed { get; set; }:get,GetAccessorDeclaration,87,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool OverviewProjectListCollapsed { get; set; }:set,SetAccessorDeclaration,87,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool DossierSummaryCollapsed { get; set; }:get,GetAccessorDeclaration,94,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool DossierSummaryCollapsed { get; set; }:set,SetAccessorDeclaration,94,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? SearchChApiKey { get; set; }:get,GetAccessorDeclaration,101,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? SearchChApiKey { get; set; }:set,SetAccessorDeclaration,101,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,AddRecentProject,MethodDeclaration,104,11,True,2
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,HideProject,MethodDeclaration,120,9,True,2
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastVideoSourceFolder { get; set; }:get,GetAccessorDeclaration,131,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastVideoSourceFolder { get; set; }:set,SetAccessorDeclaration,131,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastDistributionTargetFolder { get; set; }:get,GetAccessorDeclaration,134,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastDistributionTargetFolder { get; set; }:set,SetAccessorDeclaration,134,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig HaltungDistribution { get; set; } = new() { DateiPattern = ""{Datum}_{Haltung}"" };:get",GetAccessorDeclaration,139,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig HaltungDistribution { get; set; } = new() { DateiPattern = ""{Datum}_{Haltung}"" };:set",SetAccessorDeclaration,139,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig SchachtDistribution { get; set; } = new() { DateiPattern = ""{Datum}_{Schachtnummer}"" };:get",GetAccessorDeclaration,140,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig SchachtDistribution { get; set; } = new() { DateiPattern = ""{Datum}_{Schachtnummer}"" };:set",SetAccessorDeclaration,140,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig DichtheitDistribution { get; set; } = new() { DateiPattern = ""{Datum}_{Haltung}_DP"" };:get",GetAccessorDeclaration,141,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig DichtheitDistribution { get; set; } = new() { DateiPattern = ""{Datum}_{Haltung}_DP"" };:set",SetAccessorDeclaration,141,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? ExcelExportRoot { get; set; }:get,GetAccessorDeclaration,144,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? ExcelExportRoot { get; set; }:set,SetAccessorDeclaration,144,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LegacySchachtExportRoot { get; set; }:get,GetAccessorDeclaration,146,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LegacySchachtExportRoot { get; set; }:set,SetAccessorDeclaration,146,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig HaltungExport { get; set; } = new() { DateiPattern = ""Haltungen"" };:get",GetAccessorDeclaration,147,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig HaltungExport { get; set; } = new() { DateiPattern = ""Haltungen"" };:set",SetAccessorDeclaration,147,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig SchachtExport { get; set; } = new() { DateiPattern = ""Schaechte"" };:get",GetAccessorDeclaration,148,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,"public DistributionTargetConfig SchachtExport { get; set; } = new() { DateiPattern = ""Schaechte"" };:set",SetAccessorDeclaration,148,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastVideoFolder { get; set; }:get,GetAccessorDeclaration,151,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string? LastVideoFolder { get; set; }:set,SetAccessorDeclaration,151,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public AutoSaveMode DataAutoSaveMode { get; set; } = AutoSaveMode.OnEachChange;:get,GetAccessorDeclaration,152,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public AutoSaveMode DataAutoSaveMode { get; set; } = AutoSaveMode.OnEachChange;:set,SetAccessorDeclaration,152,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool EnableRestorePoints { get; set; } = true;:get,GetAccessorDeclaration,153,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public bool EnableRestorePoints { get; set; } = true;:set,SetAccessorDeclaration,153,1,False,0
src/AuswertungPro.Next.UI/AppSettings.cs,AppSettings,public string UiTheme { get; set; } = ThemeManager.Light;:get,GetAccessorDeclaration,154,1,False,0
